"exam","subject","chapter","unit","topic","difficulty","type","marks","negativeMarks","text","textHindi","optionA","optionAHindi","optionB","optionBHindi","optionC","optionCHindi","optionD","optionDHindi","correctOption","explanation","explanationHindi"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The sceneries of Switzerland are mesmerizing.","स्विट्जरलैंड के दृश्य मंत्रमुग्ध कर देने वाले हैं।","scenery of Switzerland is","","scenery of Switzerland are","","sceneries of Switzerland is","","No improvement","","A","""Scenery"" is an uncountable noun and does not have a plural form. It also takes a singular verb.","""दृश्यावली"" एक बेशुमार संज्ञा है और इसका कोई बहुवचन रूप नहीं है। इसमें एकवचन क्रिया भी लगती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Hard work is the key for cracking competitive exams.","प्रतियोगी परीक्षाओं में सफल होने के लिए कड़ी मेहनत महत्वपूर्ण है।","key to","","key of","","key in","","No improvement","","A","The correct expression is ""the key to"" followed by a noun or gerund.","सही अभिव्यक्ति ""कुंजी"" है जिसके बाद संज्ञा या गेरुंड आता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He has passed his examination three years ago.","तीन साल पहले उसने परीक्षा पास की है।","passed his examination","","had passed his examination","","was passing his examination","","No improvement","","A","When a definite past time expression such as ""three years ago"" is used, the Simple Past Tense is required instead of the Present Perfect Tense.","जब एक निश्चित भूतकाल अभिव्यक्ति जैसे ""तीन वर्ष पहले"" का उपयोग किया जाता है, तो वर्तमान पूर्ण काल ​​के बजाय सरल भूत काल की आवश्यकता होती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The committee cannot agree with this controversial proposal.","समिति इस विवादास्पद प्रस्ताव से सहमत नहीं हो सकती.","to","","on","","at","","No improvement","","A","We ""agree with"" a person but ""agree to"" a proposal, plan, or suggestion.","हम किसी व्यक्ति से ""सहमत"" हैं लेकिन किसी प्रस्ताव, योजना या सुझाव से ""सहमत"" हैं।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Being a stormy night, the sailor anchored the ship.","तूफानी रात होने के कारण नाविक ने जहाज को लंगर डाल दिया।","It being a stormy night, the sailor anchored","","As being a stormy night, the sailor anchored","","Since a stormy night, the sailor anchored","","No improvement","","A","The introductory phrase lacks a proper subject. ""It"" should be used to refer to the weather condition.","परिचयात्मक वाक्यांश में उचित विषय का अभाव है। मौसम की स्थिति को दर्शाने के लिए ""यह"" का प्रयोग किया जाना चाहिए।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The refugees escaped with bag and baggage.","शरणार्थी बैग और सामान लेकर भाग निकले।","bag and baggage","","with bags and baggages","","by bag and baggage","","No improvement","","A","The idiom is ""bag and baggage."" Since the meaning of ""with"" is already implied, the extra ""with"" should be removed.","मुहावरा है ""बैग और सामान।"" चूंकि ""साथ"" का अर्थ पहले से ही निहित है, इसलिए अतिरिक्त ""साथ"" को हटा दिया जाना चाहिए।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","If they had played well, they would win the match.","यदि वे अच्छा खेलते तो वे मैच जीत जाते।","would have won","","will win","","won","","No improvement","","A","This is a Third Conditional sentence. The structure is: If + had + V3, subject + would have + V3.","यह तीसरा सशर्त वाक्य है. संरचना इस प्रकार है: यदि + के पास + V3 है, तो विषय + के पास + V3 होगा।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The continuous ticking of the clocks distracted the students.","घड़ियों की लगातार टिक-टिक ने छात्रों का ध्यान भटका दिया।","distracts","","distract","","was distracting","","No improvement","","D","The subject ""The continuous ticking"" is singular, and the sentence correctly uses the Simple Past Tense.","विषय ""निरंतर टिक"" एकवचन है, और वाक्य सरल अतीत काल का सही ढंग से उपयोग करता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","No sooner did the teacher entered the room than the students stood up.","जैसे ही शिक्षक कमरे में दाखिल हुए, छात्र खड़े हो गये।","enter","","enters","","had entered","","No improvement","","A","After ""did,"" the base form of the verb must be used. Therefore, ""enter"" is correct.","""किया"" के बाद क्रिया के मूल रूप का उपयोग किया जाना चाहिए। इसलिए, ""प्रवेश करें"" सही है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Her performance was much better than mine.","उनका प्रदर्शन मुझसे कहीं बेहतर था.'","more better","","very better","","the best","","No improvement","","D","""Much better"" is a correct comparative structure used for emphasis. ""More better"" would be an incorrect double comparative.","""बहुत बेहतर"" एक सही तुलनात्मक संरचना है जिसका उपयोग जोर देने के लिए किया जाता है। ""अधिक बेहतर"" एक गलत दोहरा तुलनात्मक होगा।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Both the layout designs are not suitable for the magazine cover.","दोनों लेआउट डिज़ाइन पत्रिका कवर के लिए उपयुक्त नहीं हैं।","Neither of the layout designs is","","None of the layout designs are","","Both layouts are refusing","","No improvement","","A","For two items in a negative sense, ""Neither of"" followed by a singular verb is the correct structure.","नकारात्मक अर्थ में दो वस्तुओं के लिए, ""इनमें से कोई नहीं"" के बाद एकवचन क्रिया सही संरचना है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The fire spread rapidly but everyone could evacuate safely.","आग तेज़ी से फैली लेकिन सभी लोग सुरक्षित बाहर निकल सके।","was able to","","might","","can","","No improvement","","A","""Was able to"" is preferred when referring to successful completion of a specific action in the past.","अतीत में किसी विशिष्ट कार्य के सफल समापन का संदर्भ देते समय ""सक्षम था"" को प्राथमिकता दी जाती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Many a man have lost fortunes in stock market speculation.","कई लोगों ने शेयर बाजार की सट्टेबाजी में अपना भाग्य खो दिया है।","has lost","","have lose","","has lose","","No improvement","","A","""Many a"" is followed by a singular noun and a singular verb. Therefore, ""has lost"" is correct.","""अनेक"" के बाद एकवचन संज्ञा और एकवचन क्रिया आती है। इसलिए, ""खो गया"" सही है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","She talks as if she is the prime minister.","वह ऐसे बात करती हैं जैसे वह प्रधानमंत्री हों।'","were","","was","","has been","","No improvement","","A","""As if"" introducing an unreal situation generally requires the subjunctive form ""were.""","""मानो"" एक अवास्तविक स्थिति का परिचय देने के लिए आम तौर पर वशीभूत रूप की आवश्यकता होती है ""थे।"""
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Beside his business, he manages an NGO as well.","अपने व्यवसाय के अलावा, वह एक एनजीओ भी चलाते हैं।","Besides his business","","Beside of his business","","By beside his business","","No improvement","","A","""Besides"" means ""in addition to,"" whereas ""beside"" means ""next to.""","""अतिरिक्त"" का अर्थ है ""अतिरिक्त"", जबकि ""बगल"" का अर्थ है ""बगल में।"""
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The climate of Shimla is cooler than Delhi.","शिमला की जलवायु दिल्ली से अधिक ठंडी है।","than that of Delhi","","than those of Delhi","","to Delhi","","No improvement","","A","The comparison is between the climates of two places. ""That of"" avoids repetition of the noun ""climate.""","यह तुलना दो स्थानों की जलवायु के बीच है। ""वह"" संज्ञा ""जलवायु"" की पुनरावृत्ति से बचाता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He is senior and older than me.","वह मुझसे सीनियर और उम्र में बड़े हैं.","senior to and older than","","senior than and older than","","senior to and old than","","No improvement","","A","""Senior"" takes the preposition ""to,"" whereas ""older"" takes ""than.""","""वरिष्ठ"" पूर्वसर्ग ""से"" लेता है, जबकि ""वरिष्ठ"" ""से"" लेता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","My friend is habituated to drive fast on highways.","मेरे दोस्त को हाईवे पर तेज़ गाड़ी चलाने की आदत है।","to driving","","with driving","","for driving","","No improvement","","A","Expressions such as ""habituated to"" are followed by a gerund.","""आदत"" जैसे भावों के बाद गेरुंड लगाया जाता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","No sooner the alarm rang than he jumped out of bed.","जैसे ही अलार्म बजा, वह बिस्तर से कूद पड़ा।","No sooner did the alarm ring","","No sooner had the alarm rang","","No sooner the alarm had rung","","No improvement","","A","Sentences beginning with ""No sooner"" require inversion. ""Did"" is followed by the base form of the verb.","""अभी नहीं"" से शुरू होने वाले वाक्यों में उलटाव की आवश्यकता होती है। क्रिया के मूल रूप के बाद ""किया"" आता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","She is the most intelligent of the two brothers.","वह दोनों भाइयों में सबसे बुद्धिमान है।","more intelligent of the two brothers","","most intelligent between the two brothers","","cleverest of the two brothers","","No improvement","","A","When comparing only two people or things, the comparative degree should be used instead of the superlative.","केवल दो लोगों या चीज़ों की तुलना करते समय अतिशयोक्ति के बजाय तुलनात्मक डिग्री का उपयोग किया जाना चाहिए।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","I would rather fail to copy in exams.","मैं परीक्षा में नकल करने से चूकना पसंद करूंगा।","than copy","","than copying","","to copying","","No improvement","","A","The structure is ""would rather + V1 + than + V1.""","संरचना ""+ V1 के बजाय + V1 + होगी।"""
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The officer asked the clerk why was he editing the logs.","अधिकारी ने क्लर्क से पूछा कि वह लॉग का संपादन क्यों कर रहा है।","why he was editing","","why he is editing","","that why he was editing","","No improvement","","A","In indirect speech, the interrogative structure changes to the statement order: Wh-word + subject + verb.","अप्रत्यक्ष भाषण में, प्रश्नवाचक संरचना कथन क्रम में बदल जाती है: क-शब्द + विषय + क्रिया।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","They have been planning this venture since six months.","वे छह महीने से इस उद्यम की योजना बना रहे हैं।","for six months","","from six months","","before six months","","No improvement","","A","""For"" is used with a period of time, whereas ""since"" is used with a specific point of time.","""For"" का प्रयोग समय की अवधि के साथ किया जाता है, जबकि ""चूंकि"" का प्रयोग किसी विशिष्ट समय बिंदु के साथ किया जाता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The concert had ended before we had entered the auditorium.","हमारे सभागार में प्रवेश करने से पहले ही संगीत कार्यक्रम समाप्त हो चुका था।","entered","","reach","","have entered","","No improvement","","A","Of two past actions, the earlier action takes the Past Perfect, while the later action takes the Simple Past.","पिछली दो क्रियाओं में से, पहले वाली क्रिया पास्ट परफेक्ट लेती है, जबकि बाद वाली क्रिया सिंपल पास्ट लेती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The information provided by the agent were completely false.","एजेंट द्वारा दी गई जानकारी पूरी तरह झूठी थी।","was","","are","","have been","","No improvement","","A","""Information"" is an uncountable noun and therefore takes a singular verb.","""सूचना"" एक अगणनीय संज्ञा है और इसलिए एक विलक्षण क्रिया लेती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","You will not attend the function, will you?","आप समारोह में शामिल नहीं होंगे क्या?","won't you?","","do you?","","shall you?","","No improvement","","D","A negative statement requires a positive question tag. The sentence already follows the correct rule.","एक नकारात्मक कथन के लिए एक सकारात्मक प्रश्न टैग की आवश्यकता होती है। वाक्य पहले से ही सही नियम का पालन करता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He is enough tall to reach the upper shelf.","वह ऊपरी शेल्फ तक पहुंचने के लिए पर्याप्त लंबा है।","tall enough","","too tall enough","","taller enough","","No improvement","","A","""Enough"" follows the adjective it modifies. Therefore, ""tall enough"" is correct.","""पर्याप्त"" उस विशेषण का अनुसरण करता है जिसे वह संशोधित करता है। इसलिए, ""काफी लंबा"" सही है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The Gentry of this locality is highly educated.","इस इलाके के जेंट्री उच्च शिक्षित हैं।","are","","was","","has been","","No improvement","","A","""Gentry"" is treated as a plural collective noun and takes a plural verb.","""जेंट्री"" को बहुवचन सामूहिक संज्ञा के रूप में माना जाता है और यह बहुवचन क्रिया लेता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The researchers are investigating about the viral outbreak.","शोधकर्ता वायरल प्रकोप के बारे में जांच कर रहे हैं।","are investigating","","are investigating into","","are investigating on","","No improvement","","A","""Investigate"" is a transitive verb and does not require the preposition ""about.""","""जांच"" एक सकर्मक क्रिया है और इसमें ""के बारे में"" पूर्वसर्ग की आवश्यकता नहीं होती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","If I was a millionaire, I would fund this research.","अगर मैं करोड़पति होता, तो मैं इस शोध को वित्तपोषित करता।","were","","am","","had been","","No improvement","","A","Hypothetical or unreal conditions require the subjunctive form ""were.""","काल्पनिक या अवास्तविक स्थितियों के लिए उपवाक्य रूप ""थे"" की आवश्यकता होती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","None of the two choices is correct.","दोनों में से कोई भी विकल्प सही नहीं है।","Neither of the two choices","","Either of the two choices","","No one of the two choices","","No improvement","","A","When referring to only two items in a negative sense, ""Neither"" is preferred over ""None.""","नकारात्मक अर्थ में केवल दो वस्तुओं का जिक्र करते समय, ""कोई नहीं"" की तुलना में ""कोई नहीं"" को प्राथमिकता दी जाती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","She ordered for a new smartphone online.","उसने ऑनलाइन एक नया स्मार्टफोन ऑर्डर किया।","ordered","","ordered to","","ordered with","","No improvement","","A","""Order"" is a transitive verb and takes its object directly without the preposition ""for.""","""आदेश"" एक सकर्मक क्रिया है और इसका उद्देश्य ""के लिए"" पूर्वसर्ग के बिना सीधे लिया जाता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Unless you do not pay the fine, you won't get your documents.","जब तक आप जुर्माना नहीं भरेंगे, आपको आपके दस्तावेज़ नहीं मिलेंगे.","pay the fine","","will pay the fine","","not pay the fine","","No improvement","","A","""Unless"" already expresses a negative meaning. Therefore, an additional ""not"" is incorrect.","""जब तक"" पहले से ही एक नकारात्मक अर्थ व्यक्त नहीं करता। इसलिए, एक अतिरिक्त ""नहीं"" ग़लत है."
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Each of the projects have unique challenges.","प्रत्येक परियोजना में अद्वितीय चुनौतियाँ हैं।","has","","are having","","were","","No improvement","","A","""Each of"" requires a singular verb because the focus is on each individual item.","""प्रत्येक"" के लिए एक विलक्षण क्रिया की आवश्यकता होती है क्योंकि फोकस प्रत्येक व्यक्तिगत आइटम पर होता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He behaves as if he rules the entire country.","वह ऐसा व्यवहार करता है मानो वह पूरे देश पर शासन करता हो।","ruled","","had ruled","","was ruling","","No improvement","","A","Unreal present situations introduced by ""as if"" generally take the past subjunctive form.","""मानो"" द्वारा प्रस्तुत अवास्तविक वर्तमान परिस्थितियाँ आम तौर पर अतीत के अधीन रूप ले लेती हैं।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","It is high time you confess the truth.","अब समय आ गया है कि आप सच कबूल करें।","confessed","","will confess","","have confessed","","No improvement","","A","The expression ""It is high time"" is followed by the past subjunctive, using the second form of the verb.","क्रिया के दूसरे रूप का उपयोग करते हुए अभिव्यक्ति ""यह सही समय है"" के बाद भूतकाल का उपवाक्य आता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He is addicted to alcohol.","वह शराब का आदी है.","to drinking alcohol","","with alcohol","","at alcohol","","No improvement","","D","""Addicted to"" may be followed by either a noun or a gerund. The sentence is already correct.","""आदी"" के बाद या तो संज्ञा या गेरुंड लगाया जा सकता है। वाक्य पहले से ही सही है."
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","She is more smarter than her classmates.","वह अपने सहपाठियों से अधिक होशियार है।","smarter","","most smart","","more smart","","No improvement","","A","""Smarter"" is already a comparative form. Using ""more"" with it creates an incorrect double comparative.","""होशियार"" पहले से ही एक तुलनात्मक रूप है। इसके साथ ""अधिक"" का प्रयोग करने से गलत दोहरी तुलना बन जाती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The traveler was tired with the hectic journey.","यात्री व्यस्त यात्रा से थक गया था।","of","","from","","by","","No improvement","","A","The fixed expression is ""tired of"" when referring to weariness caused by a thing or situation.","किसी चीज़ या स्थिति के कारण होने वाली थकान का संदर्भ देते समय निश्चित अभिव्यक्ति ""थक गई"" होती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The population of India is greater than any country in Asia.","भारत की जनसंख्या एशिया के किसी भी देश से अधिक है।","than that of any other country","","than any other country","","than those of any country","","No improvement","","A","The comparison is between populations, not countries. ""That of"" avoids repetition, and ""other"" excludes India from the comparison group.","तुलना आबादी के बीच है, देशों के बीच नहीं। ""वह"" दोहराव से बचता है, और ""अन्य"" भारत को तुलना समूह से बाहर कर देता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Many a student have registered for the online mock test.","कई छात्रों ने ऑनलाइन मॉक टेस्ट के लिए पंजीकरण कराया है।","has registered","","have register","","has register","","No improvement","","A","""Many a"" is followed by a singular noun and a singular verb. Therefore, ""has registered"" is correct.","""अनेक"" के बाद एकवचन संज्ञा और एकवचन क्रिया आती है। इसलिए, ""पंजीकरण किया है"" सही है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Scarcely had the match started than it began to rain cats and dogs.","मैच शुरू ही हुआ था कि बारिश शुरू हो गई।","when","","then","","before","","No improvement","","A","The correlative conjunction used with ""Scarcely"" and ""Hardly"" is ""when"" (or sometimes ""before""), not ""than"". Therefore, ""than"" should be replaced with ""when"".","""स्कर्सली"" और ""हार्डली"" के साथ प्रयुक्त सहसंबंधी संयोजन ""कब"" (या कभी-कभी ""पहले"") है, न कि ""से""। इसलिए, ""से"" को ""कब"" से प्रतिस्थापित किया जाना चाहिए।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The logistics manager disposed off the damaged goods.","लॉजिस्टिक्स प्रबंधक ने क्षतिग्रस्त माल का निपटान किया।","disposed of","","dispose away","","disposed with","","No improvement","","A","The correct phrasal verb is ""dispose of"", which means to get rid of or discard something. ""Dispose off"" is incorrect.","सही वाक्यांश क्रिया ""निपटान"" है, जिसका अर्थ है किसी चीज़ से छुटकारा पाना या त्यागना। ""निपटान करना"" ग़लत है."
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Let you and I investigate the matter thoroughly.","आइए हम और आप मामले की गहनता से जांच करें।","me","","myself","","we","","No improvement","","A","After ""let"", objective case pronouns are used. Therefore, ""I"" should be replaced with ""me"".","""लेट"" के बाद वस्तुनिष्ठ केस सर्वनाम का उपयोग किया जाता है। इसलिए, ""मैं"" को ""मैं"" से प्रतिस्थापित किया जाना चाहिए।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Either the operator or the engineers has made a critical error.","या तो ऑपरेटर या इंजीनियरों ने गंभीर त्रुटि की है।","have","","is","","was","","No improvement","","A","In ""Either...or"" constructions, the verb agrees with the subject nearest to it. Since ""engineers"" is plural, the correct verb is ""have"".","""या तो...या"" निर्माण में, क्रिया अपने निकटतम विषय से सहमत होती है। चूँकि ""इंजीनियर"" बहुवचन है, इसलिए सही क्रिया ""है"" है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He is too lazy that he cannot complete the project on time.","वह इतना आलसी है कि वह प्रोजेक्ट समय पर पूरा नहीं कर पाता।","so lazy that he cannot","","too lazy to cannot","","lazy enough to","","No improvement","","A","The structure ""so + adjective + that + clause"" is correct. ""Too...to"" cannot be followed by a clause containing ""cannot"".","""तो + विशेषण + वह + उपवाक्य"" संरचना सही है। ""Too...to"" के बाद ""नहीं कर सकते"" वाले खंड का अनुसरण नहीं किया जा सकता।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The equipment in the chemistry lab are outdated.","रसायन विज्ञान प्रयोगशाला के उपकरण पुराने हो चुके हैं।","is","","were","","have been","","No improvement","","A","""Equipment"" is an uncountable noun and always takes a singular verb.","""उपकरण"" एक बेशुमार संज्ञा है और हमेशा एक विलक्षण क्रिया लेता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","I am more superior than him in technical skills.","मैं तकनीकी कौशल में उनसे कहीं अधिक श्रेष्ठ हूं।","superior to","","superior than","","more superior to","","No improvement","","A","""Superior"" is followed by the preposition ""to"" and does not take ""more"" because it already expresses comparison.","""सुपीरियर"" के बाद ""से"" पूर्वसर्ग आता है और इसमें ""अधिक"" नहीं लगता क्योंकि यह पहले से ही तुलना व्यक्त करता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","I have been preparing this financial sheet since three hours.","मैं तीन घंटे से यह वित्तीय पत्रक तैयार कर रहा हूं।","for three hours","","from three hours","","before three hours","","No improvement","","A","""For"" is used to indicate a duration of time, whereas ""since"" refers to a specific point in time.","""के लिए"" का उपयोग समय की अवधि को इंगित करने के लिए किया जाता है, जबकि ""चूंकि"" समय में एक विशिष्ट बिंदु को संदर्भित करता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The pricing of this product is cheaper than that brand.","इस उत्पाद की कीमत उस ब्रांड से सस्ती है।","than that of that brand","","than those of that brand","","than that brand's","","No improvement","","A","The comparison is between the pricing of two brands, not between a price and a brand itself. Therefore, ""that of"" is required.","तुलना दो ब्रांडों की कीमत के बीच है, किसी कीमत और ब्रांड के बीच नहीं। इसलिए, ""वह"" आवश्यक है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He entered into the laboratory without wearing a safety mask.","वह बिना सुरक्षा मास्क पहने प्रयोगशाला में दाखिल हुए।","entered the laboratory","","entered inside the laboratory","","entered in the laboratory","","No improvement","","A","The verb ""enter"" itself means ""go into"", so using ""into"" after it is redundant.","क्रिया ""प्रवेश करें"" का अर्थ ही ""अंदर जाना"" है, इसलिए इसके बाद ""अंदर"" का उपयोग करना अनावश्यक है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Both the management and the staff is working together.","प्रबंधन और स्टाफ दोनों मिलकर काम कर रहे हैं.","are","","was","","has been","","No improvement","","A","""Both...and"" creates a plural subject, so it requires a plural verb.","""दोनों...और"" एक बहुवचन विषय बनाता है, इसलिए इसके लिए बहुवचन क्रिया की आवश्यकता होती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The project was delayed due to the team didn't cooperate.","टीम के सहयोग न करने के कारण प्रोजेक्ट में देरी हुई।","because","","owing to","","because of","","No improvement","","A","""Due to"" and ""because of"" are followed by noun phrases, whereas ""because"" introduces a clause.","""कारण"" और ""की वजह से"" के बाद संज्ञा वाक्यांश आते हैं, जबकि ""क्योंकि"" एक उपवाक्य का परिचय देता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","No sooner did the meeting end when the power went out.","बैठक ख़त्म ही नहीं हुई थी कि बिजली चली गयी.","than","","then","","before","","No improvement","","A","The fixed correlative conjunction is ""No sooner...than"".","निश्चित सहसंबंधी संयोजन ""इससे पहले नहीं...से"" है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Many a candidate has applied for the assistant post.","कई उम्मीदवारों ने सहायक पद के लिए आवेदन किया है।","has applied","","have applied","","have apply","","No improvement","","D","""Many a"" is followed by a singular noun and takes a singular verb. The sentence is already correct.","""अनेक"" के बाद एकवचन संज्ञा आती है और एकवचन क्रिया आती है। वाक्य पहले से ही सही है."
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","She handles every customer query with professionally.","वह ग्राहक की हर क्वेरी को पेशेवर तरीके से संभालती है।","professionally","","with professionalism","","with professional","","No improvement","","A","An adverb is needed to modify the verb ""handles"". Therefore, ""professionally"" is correct.","क्रिया ""हैंडल"" को संशोधित करने के लिए एक क्रिया विशेषण की आवश्यकता होती है। इसलिए, ""पेशेवर रूप से"" सही है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","This is the most perfect design for the corporate logo.","कॉर्पोरेट लोगो के लिए यह सबसे उत्तम डिज़ाइन है।","perfect","","a perfect","","the perfect","","No improvement","","A","""Perfect"" is an absolute adjective and does not take comparative or superlative forms such as ""more"" or ""most"".","""परफेक्ट"" एक पूर्ण विशेषण है और यह ""अधिक"" या ""सबसे"" जैसे तुलनात्मक या अतिशयोक्तिपूर्ण रूप नहीं लेता है।"
